"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","TSF","stage","density","density2","transitionJ","transitionSR","transitionLR"
"siteE",2,5,"CY2.5.74",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.75",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.76",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.77",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.78",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.79",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.80",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.81",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.82",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,6,"CY2.6.1",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.2",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.3",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.4",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.5",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.6",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.7",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.8",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.9",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.10",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.11",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.12",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.13",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.14",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.15",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.16",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.17",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.18",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.19",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.20",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.21",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.22",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.23",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.24",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.25",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.26",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.27",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.28",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.29",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.30",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.31",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.32",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.33",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.34",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.35",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.36",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.37",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.38",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.39",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.40",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.41",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.42",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.43",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.44",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.45",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.46",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.47",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.48",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.49",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.50",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.51",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.52",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.53",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.54",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.55",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.56",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.57",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.58",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.59",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.60",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.61",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.62",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.63",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.64",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.65",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.66",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.67",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.68",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.69",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.70",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.71",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.72",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.73",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.74",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.75",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.76",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.77",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.78",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.79",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.80",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.81",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.82",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.83",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.84",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.85",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.86",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.87",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.88",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.89",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.90",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.91",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.92",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.93",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.94",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.95",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.96",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.97",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.98",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.99",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.100",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.101",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.102",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.103",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.104",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.105",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.106",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.107",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.108",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.109",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.110",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.111",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.112",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.113",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.114",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.115",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.116",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.117",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.118",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.119",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.120",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.121",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.122",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.123",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.124",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.125",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.126",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.127",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.128",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.129",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.130",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.131",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.132",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.133",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.134",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.135",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.136",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.137",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.138",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.139",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.140",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.141",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.142",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.143",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.144",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.145",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.146",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.147",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.148",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.149",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.150",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.151",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.152",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.153",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.154",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.155",0,NA,NA,1,2012,"one","J",195,38025,0,NA,NA
"siteE",2,6,"CY2.6.156",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.157",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.158",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.159",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.160",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.161",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.162",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.163",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.164",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.165",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.166",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.167",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.168",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.169",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.170",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.171",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.172",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.173",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.174",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.175",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.176",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.177",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.178",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.179",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.180",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.181",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.182",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.183",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.184",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.185",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.186",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.187",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.188",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.189",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.190",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.191",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.192",0,NA,NA,1,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.193",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.194",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,6,"CY2.6.195",0,NA,NA,0,2012,"one","SD",195,38025,NA,NA,NA
"siteE",2,7,"CY2.7.1",0,NA,NA,0,2012,"one","SD",4,16,NA,NA,NA
"siteE",2,7,"CY2.7.2",0,NA,NA,1,2012,"one","SD",4,16,NA,NA,NA
"siteE",2,7,"CY2.7.3",0,NA,NA,0,2012,"one","SD",4,16,NA,NA,NA
"siteE",2,7,"CY2.7.4",0,NA,NA,1,2012,"one","SD",4,16,NA,NA,NA
"siteE",2,8,"CY2.8.1",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.2",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.3",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.4",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.5",0,NA,NA,0,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.6",0,NA,NA,0,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.7",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.8",0,NA,NA,0,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.9",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.10",0,NA,NA,1,2012,"one","SD",10,100,NA,NA,NA
"siteE",2,9,"CY2.9.1",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.2",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.3",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.4",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.5",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.6",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.7",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.8",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.9",0,NA,NA,1,2012,"one","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.10",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.11",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.12",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.13",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.14",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.15",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.16",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.17",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.18",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.19",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.20",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.21",0,NA,NA,0,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.22",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.23",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.24",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.25",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.26",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.27",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.28",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.29",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.30",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.31",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.32",0,NA,NA,0,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.33",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.34",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.35",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.36",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.37",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.38",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.39",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.40",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.41",0,NA,NA,0,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.42",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.43",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.44",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.45",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.46",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.47",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.48",0,NA,NA,0,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.49",0,NA,NA,1,2012,"one","SD",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.50",0,NA,NA,1,2012,"one","J",50,2500,1,NA,NA
"siteE",2,10,"CY2.10.1",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.2",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.3",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.4",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.5",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.6",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
