"ID","year","stage_surv","transRA","recruits","season","surv"
695,"2002","J",NA,NA,"winter",1
695,"2002","Y",NA,NA,"summer",1
544,"2002","RA",NA,NA,"winter",1
544,"2002",NA,NA,NA,"summer",0
696,"2002","J",NA,NA,"winter",1
696,"2002","Y",NA,NA,"summer",1
697,"2002","J",NA,NA,"winter",1
697,"2002","Y",NA,NA,"summer",1
698,"2002","J",NA,NA,"winter",1
698,"2002","Y",NA,NA,"summer",1
699,"2002","J",NA,NA,"winter",1
699,"2002","Y",NA,NA,"summer",1
700,"2002","J",NA,NA,"winter",0
700,"2002",NA,NA,NA,"summer",NA
701,"2002","J",NA,NA,"winter",0
701,"2002",NA,NA,NA,"summer",NA
702,"2002","J",NA,NA,"winter",0
702,"2002",NA,NA,NA,"summer",NA
703,"2002","J",NA,NA,"winter",1
703,"2002","Y",NA,NA,"summer",1
704,"2002","J",NA,NA,"winter",1
704,"2002","Y",NA,NA,"summer",1
705,"2002","J",NA,NA,"winter",1
705,"2002","Y",NA,NA,"summer",1
706,"2002","J",NA,NA,"winter",0
706,"2002",NA,NA,NA,"summer",NA
707,"2002","J",NA,NA,"winter",1
707,"2002","Y",NA,NA,"summer",1
708,"2002","J",NA,NA,"winter",1
708,"2002","Y",NA,NA,"summer",1
709,"2002","J",NA,NA,"winter",1
709,"2002","Y",NA,NA,"summer",0
710,"2002","J",NA,NA,"winter",0
710,"2002",NA,NA,NA,"summer",NA
711,"2002","J",NA,NA,"winter",0
711,"2002",NA,NA,NA,"summer",NA
712,"2002","J",NA,NA,"winter",1
712,"2002","Y",NA,NA,"summer",0
713,"2002","J",NA,NA,"winter",1
713,"2002","Y",NA,NA,"summer",1
617,"2002","RA",1,NA,"winter",1
617,"2002","RA",NA,NA,"summer",1
618,"2002","RA",NA,NA,"winter",1
618,"2002",NA,NA,NA,"summer",0
619,"2002","RA",1,NA,"winter",1
619,"2002","RA",NA,NA,"summer",1
367,"2002","RA",1,NA,"winter",1
367,"2002","RA",NA,NA,"summer",0
447,"2003","RA",1,NA,"winter",1
447,"2003","RA",NA,6,"summer",1
437,"2003","RA",1,NA,"winter",1
437,"2003","RA",NA,3,"summer",1
645,"2003","RA",1,NA,"winter",1
645,"2003","RA",NA,3,"summer",1
598,"2003","RA",1,NA,"winter",1
598,"2003","RA",NA,7,"summer",1
463,"2003","RA",1,NA,"winter",1
463,"2003","RA",NA,3,"summer",1
499,"2003","RA",1,NA,"winter",1
499,"2003","RA",NA,5,"summer",1
561,"2003","RA",1,NA,"winter",1
561,"2003","RA",NA,8,"summer",1
606,"2003","RA",1,NA,"winter",1
606,"2003","RA",NA,NA,"summer",1
575,"2003","RA",1,NA,"winter",1
575,"2003","RA",NA,7,"summer",1
622,"2003","RA",1,NA,"winter",1
622,"2003","RA",NA,6,"summer",1
664,"2003","Y",1,NA,"winter",1
664,"2003","RA",NA,1,"summer",1
665,"2003","Y",1,NA,"winter",1
665,"2003","RA",NA,6,"summer",1
666,"2003","Y",NA,NA,"winter",0
666,"2003",NA,NA,NA,"summer",NA
634,"2003","NRA",1,NA,"winter",1
634,"2003","RA",NA,3,"summer",1
668,"2003","Y",NA,NA,"winter",NA
668,"2003",NA,NA,NA,"summer",NA
669,"2003","Y",0,NA,"winter",1
669,"2003","NRA",NA,NA,"summer",1
670,"2003","Y",NA,NA,"winter",1
670,"2003",NA,NA,NA,"summer",0
637,"2003","RA",1,NA,"winter",1
637,"2003","RA",NA,6,"summer",1
671,"2003","Y",1,NA,"winter",1
671,"2003","RA",NA,4,"summer",1
672,"2003","Y",1,NA,"winter",1
672,"2003","RA",NA,4,"summer",1
673,"2003","Y",1,NA,"winter",1
673,"2003","RA",NA,NA,"summer",1
674,"2003","Y",NA,NA,"winter",NA
674,"2003",NA,NA,NA,"summer",NA
677,"2003","NRA",1,NA,"winter",1
677,"2003","RA",NA,5,"summer",1
539,"2003","RA",1,NA,"winter",1
539,"2003","RA",NA,4,"summer",1
647,"2003","RA",1,NA,"winter",1
647,"2003","RA",NA,4,"summer",1
678,"2003","Y",NA,NA,"winter",0
678,"2003",NA,NA,NA,"summer",NA
679,"2003","RA",1,NA,"winter",1
679,"2003","RA",NA,3,"summer",1
649,"2003","RA",1,NA,"winter",1
649,"2003","RA",NA,5,"summer",1
650,"2003","RA",NA,NA,"winter",1
650,"2003",NA,NA,NA,"summer",1
680,"2003","Y",NA,NA,"winter",NA
680,"2003",NA,NA,NA,"summer",NA
681,"2003","Y",NA,NA,"winter",1
681,"2003",NA,NA,NA,"summer",1
682,"2003","RA",1,NA,"winter",1
682,"2003","RA",NA,4,"summer",1
684,"2003","Y",NA,NA,"winter",0
684,"2003",NA,NA,NA,"summer",NA
542,"2003","RA",1,NA,"winter",1
542,"2003","RA",NA,4,"summer",1
686,"2003","Y",0,NA,"winter",1
686,"2003","NRA",NA,NA,"summer",1
644,"2003","RA",NA,NA,"winter",0
644,"2003",NA,NA,NA,"summer",NA
687,"2003","Y",NA,NA,"winter",0
687,"2003",NA,NA,NA,"summer",NA
688,"2003","Y",1,NA,"winter",1
688,"2003","RA",NA,3,"summer",1
689,"2003","Y",1,NA,"winter",1
689,"2003","RA",NA,2,"summer",1
653,"2003","RA",NA,NA,"winter",0
653,"2003",NA,NA,NA,"summer",NA
690,"2003","Y",0,NA,"winter",1
690,"2003","NRA",NA,NA,"summer",1
691,"2003","Y",0,NA,"winter",1
691,"2003","NRA",NA,NA,"summer",1
657,"2003","RA",1,NA,"winter",1
657,"2003","RA",NA,6,"summer",1
660,"2003","RA",1,NA,"winter",1
660,"2003","RA",NA,NA,"summer",1
661,"2003","RA",1,NA,"winter",1
661,"2003","RA",NA,3,"summer",1
692,"2003","Y",1,NA,"winter",1
692,"2003","RA",NA,NA,"summer",1
694,"2003","Y",NA,NA,"winter",NA
694,"2003",NA,NA,NA,"summer",NA
695,"2003","Y",NA,NA,"winter",0
695,"2003",NA,NA,NA,"summer",NA
544,"2003",NA,NA,NA,"winter",NA
544,"2003",NA,NA,NA,"summer",NA
696,"2003","Y",NA,NA,"winter",1
696,"2003",NA,NA,NA,"summer",1
697,"2003","Y",NA,NA,"winter",1
697,"2003",NA,NA,NA,"summer",0
698,"2003","Y",0,NA,"winter",1
698,"2003","NRA",NA,NA,"summer",1
699,"2003","Y",NA,NA,"winter",1
699,"2003",NA,NA,NA,"summer",0
700,"2003","Y",NA,NA,"winter",NA
700,"2003",NA,NA,NA,"summer",NA
703,"2003","Y",NA,NA,"winter",0
703,"2003",NA,NA,NA,"summer",NA
704,"2003","Y",1,NA,"winter",1
704,"2003","RA",NA,4,"summer",1
705,"2003","Y",1,NA,"winter",1
705,"2003","RA",NA,3,"summer",1
707,"2003","Y",1,NA,"winter",1
707,"2003","RA",NA,6,"summer",1
708,"2003","Y",1,NA,"winter",1
708,"2003","RA",NA,8,"summer",1
709,"2003","Y",NA,NA,"winter",NA
709,"2003",NA,NA,NA,"summer",NA
712,"2003","Y",NA,NA,"winter",NA
712,"2003",NA,NA,NA,"summer",NA
617,"2003","RA",1,NA,"winter",1
617,"2003","RA",NA,NA,"summer",1
618,"2003",NA,NA,NA,"winter",NA
618,"2003",NA,NA,NA,"summer",NA
714,"2003","J",NA,NA,"winter",1
714,"2003","Y",NA,NA,"summer",1
715,"2003","J",NA,NA,"winter",1
715,"2003","Y",NA,NA,"summer",1
716,"2003","J",NA,NA,"winter",1
716,"2003","Y",NA,NA,"summer",1
717,"2003","J",NA,NA,"winter",1
717,"2003","Y",NA,NA,"summer",1
718,"2003","J",NA,NA,"winter",1
718,"2003","Y",NA,NA,"summer",1
719,"2003","J",NA,NA,"winter",1
719,"2003","Y",NA,NA,"summer",0
720,"2003","J",NA,NA,"winter",1
720,"2003","Y",NA,NA,"summer",1
721,"2003","Y",1,NA,"winter",1
721,"2003","RA",NA,4,"summer",1
722,"2003","J",NA,NA,"winter",0
722,"2003",NA,NA,NA,"summer",NA
723,"2003","J",NA,NA,"winter",1
723,"2003","Y",NA,NA,"summer",1
724,"2003","J",NA,NA,"winter",1
724,"2003","Y",NA,NA,"summer",0
725,"2003","J",NA,NA,"winter",0
725,"2003",NA,NA,NA,"summer",NA
726,"2003","J",NA,NA,"winter",1
726,"2003","Y",NA,NA,"summer",1
727,"2003","J",NA,NA,"winter",1
727,"2003","Y",NA,NA,"summer",1
728,"2003","J",NA,NA,"winter",0
728,"2003",NA,NA,NA,"summer",NA
729,"2003","J",NA,NA,"winter",1
729,"2003","Y",NA,NA,"summer",1
730,"2003","J",NA,NA,"winter",1
730,"2003","Y",NA,NA,"summer",0
731,"2003","J",NA,NA,"winter",1
731,"2003","Y",NA,NA,"summer",1
732,"2003","J",NA,NA,"winter",1
732,"2003","Y",NA,NA,"summer",1
733,"2003","J",NA,NA,"winter",0
733,"2003",NA,NA,NA,"summer",NA
619,"2003","RA",1,NA,"winter",1
619,"2003","RA",NA,3,"summer",1
734,"2003","J",NA,NA,"winter",0
734,"2003",NA,NA,NA,"summer",NA
735,"2003","J",NA,NA,"winter",1
735,"2003","Y",NA,NA,"summer",1
736,"2003","J",NA,NA,"winter",1
736,"2003","Y",NA,NA,"summer",1
737,"2003","J",NA,NA,"winter",1
737,"2003","Y",NA,NA,"summer",1
738,"2003","J",NA,NA,"winter",1
738,"2003","Y",NA,NA,"summer",1
739,"2003","J",NA,NA,"winter",1
739,"2003","Y",NA,NA,"summer",1
740,"2003","J",NA,NA,"winter",0
740,"2003",NA,NA,NA,"summer",NA
741,"2003","J",NA,NA,"winter",0
741,"2003",NA,NA,NA,"summer",NA
742,"2003","J",NA,NA,"winter",1
742,"2003","Y",NA,NA,"summer",1
743,"2003","NRA",NA,NA,"winter",0
743,"2003",NA,NA,NA,"summer",NA
367,"2003","RA",NA,NA,"winter",NA
367,"2003",NA,NA,NA,"summer",NA
744,"2003","Y",1,NA,"winter",1
744,"2003","RA",NA,NA,"summer",1
447,"2004","RA",1,NA,"winter",1
447,"2004","RA",NA,5,"summer",1
437,"2004","RA",NA,NA,"winter",1
437,"2004",NA,NA,NA,"summer",0
645,"2004","RA",0,NA,"winter",1
645,"2004","NRA",NA,NA,"summer",1
598,"2004","RA",1,NA,"winter",1
598,"2004","RA",NA,NA,"summer",1
463,"2004","RA",1,NA,"winter",1
463,"2004","RA",NA,NA,"summer",1
499,"2004","RA",1,NA,"winter",1
499,"2004","RA",NA,NA,"summer",1
561,"2004","RA",1,NA,"winter",1
561,"2004","RA",NA,NA,"summer",1
606,"2004","RA",1,NA,"winter",1
606,"2004","RA",NA,NA,"summer",1
575,"2004","RA",1,NA,"winter",1
575,"2004","RA",NA,4,"summer",1
622,"2004","RA",1,NA,"winter",1
622,"2004","RA",NA,5,"summer",1
664,"2004","RA",NA,NA,"winter",0
664,"2004",NA,NA,NA,"summer",NA
665,"2004","RA",1,NA,"winter",1
665,"2004","RA",NA,5,"summer",1
634,"2004","RA",1,NA,"winter",1
634,"2004","RA",NA,3,"summer",1
669,"2004","NRA",1,NA,"winter",1
669,"2004","RA",NA,4,"summer",1
670,"2004",NA,NA,NA,"winter",NA
670,"2004",NA,NA,NA,"summer",NA
637,"2004","RA",0,NA,"winter",1
637,"2004","NRA",NA,NA,"summer",1
671,"2004","RA",1,NA,"winter",1
671,"2004","RA",NA,4,"summer",1
672,"2004","RA",NA,NA,"winter",1
672,"2004",NA,NA,NA,"summer",1
673,"2004","RA",0,NA,"winter",1
673,"2004","NRA",NA,NA,"summer",1
677,"2004","RA",NA,NA,"winter",0
677,"2004",NA,NA,NA,"summer",NA
539,"2004","RA",1,NA,"winter",1
539,"2004","RA",NA,3,"summer",1
647,"2004","RA",1,NA,"winter",1
647,"2004","RA",NA,1,"summer",1
679,"2004","RA",NA,NA,"winter",0
679,"2004",NA,NA,NA,"summer",NA
649,"2004","RA",NA,NA,"winter",0
649,"2004",NA,NA,NA,"summer",NA
681,"2004",NA,NA,NA,"winter",0
681,"2004",NA,NA,NA,"summer",NA
682,"2004","RA",0,NA,"winter",1
682,"2004","NRA",NA,NA,"summer",1
542,"2004","RA",1,NA,"winter",1
542,"2004","RA",NA,4,"summer",1
686,"2004","NRA",1,NA,"winter",1
686,"2004","RA",NA,NA,"summer",1
687,"2004",NA,NA,NA,"winter",NA
687,"2004",NA,NA,NA,"summer",NA
688,"2004","RA",1,NA,"winter",1
688,"2004","RA",NA,NA,"summer",1
689,"2004","RA",1,NA,"winter",1
689,"2004","RA",NA,2,"summer",1
690,"2004","NRA",1,NA,"winter",1
690,"2004","RA",NA,3,"summer",1
691,"2004","NRA",1,NA,"winter",1
691,"2004","RA",NA,6,"summer",1
657,"2004","RA",1,NA,"winter",1
657,"2004","RA",NA,5,"summer",1
660,"2004","RA",NA,NA,"winter",1
660,"2004",NA,NA,NA,"summer",0
661,"2004","RA",1,NA,"winter",1
661,"2004","RA",NA,NA,"summer",1
692,"2004","RA",1,NA,"winter",1
692,"2004","RA",NA,3,"summer",1
696,"2004",NA,NA,NA,"winter",0
696,"2004",NA,NA,NA,"summer",NA
697,"2004",NA,NA,NA,"winter",NA
697,"2004",NA,NA,NA,"summer",NA
698,"2004","NRA",1,NA,"winter",1
698,"2004","RA",NA,3,"summer",1
699,"2004",NA,NA,NA,"winter",NA
699,"2004",NA,NA,NA,"summer",NA
704,"2004","RA",1,NA,"winter",1
704,"2004","RA",NA,NA,"summer",1
705,"2004","RA",0,NA,"winter",1
705,"2004","NRA",NA,NA,"summer",1
708,"2004","RA",1,NA,"winter",1
708,"2004","RA",NA,NA,"summer",1
713,"2004","Y",NA,NA,"winter",NA
713,"2004",NA,NA,NA,"summer",NA
617,"2004","RA",1,NA,"winter",1
617,"2004","RA",NA,NA,"summer",1
714,"2004","Y",1,NA,"winter",1
714,"2004","RA",NA,4,"summer",1
715,"2004","Y",1,NA,"winter",1
715,"2004","RA",NA,4,"summer",1
716,"2004","Y",NA,NA,"winter",1
716,"2004",NA,NA,NA,"summer",0
717,"2004","Y",1,NA,"winter",1
717,"2004","RA",NA,6,"summer",1
718,"2004","Y",1,NA,"winter",1
718,"2004","RA",NA,NA,"summer",1
745,"2004","RA",NA,NA,"winter",1
745,"2004",NA,NA,NA,"summer",0
719,"2004","Y",NA,NA,"winter",NA
719,"2004",NA,NA,NA,"summer",NA
720,"2004","Y",0,NA,"winter",1
720,"2004","NRA",NA,NA,"summer",1
721,"2004","RA",1,NA,"winter",1
721,"2004","RA",NA,1,"summer",1
722,"2004","Y",NA,NA,"winter",NA
722,"2004",NA,NA,NA,"summer",NA
723,"2004","Y",0,NA,"winter",1
723,"2004","NRA",NA,NA,"summer",1
746,"2004","J",NA,NA,"winter",1
746,"2004","Y",NA,NA,"summer",0
724,"2004","Y",NA,NA,"winter",NA
724,"2004",NA,NA,NA,"summer",NA
747,"2004","J",NA,NA,"winter",1
747,"2004","Y",NA,NA,"summer",1
726,"2004","Y",NA,NA,"winter",1
726,"2004",NA,NA,NA,"summer",1
727,"2004","Y",1,NA,"winter",1
727,"2004","RA",NA,4,"summer",1
748,"2004","J",NA,NA,"winter",1
748,"2004","Y",NA,NA,"summer",0
749,"2004","J",NA,NA,"winter",1
749,"2004","Y",NA,NA,"summer",1
750,"2004","J",NA,NA,"winter",1
750,"2004","Y",NA,NA,"summer",0
751,"2004","J",NA,NA,"winter",0
751,"2004",NA,NA,NA,"summer",NA
752,"2004","J",NA,NA,"winter",1
752,"2004","Y",NA,NA,"summer",0
753,"2004","J",NA,NA,"winter",1
753,"2004","Y",NA,NA,"summer",0
754,"2004","J",NA,NA,"winter",0
754,"2004",NA,NA,NA,"summer",NA
755,"2004","J",NA,NA,"winter",1
755,"2004","Y",NA,NA,"summer",1
756,"2004","J",NA,NA,"winter",0
756,"2004",NA,NA,NA,"summer",NA
757,"2004","J",NA,NA,"winter",1
757,"2004","Y",NA,NA,"summer",0
758,"2004","J",NA,NA,"winter",1
758,"2004","Y",NA,NA,"summer",1
759,"2004","J",NA,NA,"winter",1
759,"2004","Y",NA,NA,"summer",1
760,"2004","J",NA,NA,"winter",1
760,"2004","Y",NA,NA,"summer",1
761,"2004","J",NA,NA,"winter",1
761,"2004","Y",NA,NA,"summer",1
762,"2004","J",NA,NA,"winter",0
762,"2004",NA,NA,NA,"summer",NA
763,"2004","J",NA,NA,"winter",1
763,"2004","Y",NA,NA,"summer",0
764,"2004","J",NA,NA,"winter",1
764,"2004","Y",NA,NA,"summer",1
765,"2004","J",NA,NA,"winter",0
765,"2004",NA,NA,NA,"summer",NA
766,"2004","J",NA,NA,"winter",0
766,"2004",NA,NA,NA,"summer",NA
767,"2004","J",NA,NA,"winter",1
767,"2004","Y",NA,NA,"summer",1
768,"2004","J",NA,NA,"winter",0
768,"2004",NA,NA,NA,"summer",NA
769,"2004","J",NA,NA,"winter",1
769,"2004","Y",NA,NA,"summer",0
770,"2004","J",NA,NA,"winter",1
770,"2004","Y",NA,NA,"summer",0
771,"2004","J",NA,NA,"winter",1
771,"2004","Y",NA,NA,"summer",0
772,"2004","J",NA,NA,"winter",0
772,"2004",NA,NA,NA,"summer",NA
773,"2004","J",NA,NA,"winter",1
773,"2004","Y",NA,NA,"summer",1
729,"2004","Y",NA,NA,"winter",0
729,"2004",NA,NA,NA,"summer",NA
774,"2004","J",NA,NA,"winter",1
774,"2004","Y",NA,NA,"summer",1
775,"2004","J",NA,NA,"winter",1
775,"2004","Y",NA,NA,"summer",0
776,"2004","J",NA,NA,"winter",0
776,"2004",NA,NA,NA,"summer",NA
777,"2004","J",NA,NA,"winter",1
777,"2004","Y",NA,NA,"summer",1
778,"2004","J",NA,NA,"winter",1
778,"2004","Y",NA,NA,"summer",1
779,"2004","J",NA,NA,"winter",1
779,"2004","Y",NA,NA,"summer",1
780,"2004","J",NA,NA,"winter",1
780,"2004","Y",NA,NA,"summer",1
781,"2004","J",NA,NA,"winter",0
781,"2004",NA,NA,NA,"summer",NA
782,"2004","J",NA,NA,"winter",1
782,"2004","Y",NA,NA,"summer",0
783,"2004","J",NA,NA,"winter",0
783,"2004",NA,NA,NA,"summer",NA
784,"2004","J",NA,NA,"winter",0
784,"2004",NA,NA,NA,"summer",NA
785,"2004","J",NA,NA,"winter",1
785,"2004","Y",NA,NA,"summer",1
786,"2004","NRA",NA,NA,"winter",1
786,"2004",NA,NA,NA,"summer",1
787,"2004","J",NA,NA,"winter",0
787,"2004",NA,NA,NA,"summer",NA
788,"2004","J",NA,NA,"winter",1
788,"2004","Y",NA,NA,"summer",1
789,"2004","J",NA,NA,"winter",0
789,"2004",NA,NA,NA,"summer",NA
790,"2004","J",NA,NA,"winter",1
790,"2004","Y",NA,NA,"summer",1
791,"2004","J",NA,NA,"winter",0
791,"2004",NA,NA,NA,"summer",NA
792,"2004","J",NA,NA,"winter",1
792,"2004","Y",NA,NA,"summer",1
793,"2004","J",NA,NA,"winter",1
793,"2004","Y",NA,NA,"summer",1
794,"2004","J",NA,NA,"winter",0
794,"2004",NA,NA,NA,"summer",NA
795,"2004","J",NA,NA,"winter",0
795,"2004",NA,NA,NA,"summer",NA
796,"2004","J",NA,NA,"winter",1
796,"2004","Y",NA,NA,"summer",1
797,"2004","J",NA,NA,"winter",0
797,"2004",NA,NA,NA,"summer",NA
798,"2004","J",NA,NA,"winter",1
798,"2004","Y",NA,NA,"summer",1
799,"2004","J",NA,NA,"winter",1
799,"2004","Y",NA,NA,"summer",1
800,"2004","J",NA,NA,"winter",1
800,"2004","Y",NA,NA,"summer",1
730,"2004","Y",NA,NA,"winter",NA
730,"2004",NA,NA,NA,"summer",NA
731,"2004","Y",0,NA,"winter",1
731,"2004","NRA",NA,NA,"summer",1
732,"2004","Y",1,NA,"winter",1
732,"2004","RA",NA,NA,"summer",1
801,"2004","J",NA,NA,"winter",1
801,"2004","Y",NA,NA,"summer",1
802,"2004","J",NA,NA,"winter",0
802,"2004",NA,NA,NA,"summer",NA
803,"2004","J",NA,NA,"winter",1
803,"2004","Y",NA,NA,"summer",1
804,"2004","J",NA,NA,"winter",1
804,"2004","Y",NA,NA,"summer",1
805,"2004","J",NA,NA,"winter",1
805,"2004","Y",NA,NA,"summer",1
806,"2004","J",NA,NA,"winter",1
806,"2004","Y",NA,NA,"summer",1
807,"2004","J",NA,NA,"winter",1
807,"2004","Y",NA,NA,"summer",1
808,"2004","J",NA,NA,"winter",0
808,"2004",NA,NA,NA,"summer",NA
809,"2004","J",NA,NA,"winter",0
809,"2004",NA,NA,NA,"summer",NA
810,"2004","J",NA,NA,"winter",1
810,"2004","Y",NA,NA,"summer",1
619,"2004","RA",1,NA,"winter",1
619,"2004","RA",NA,NA,"summer",1
735,"2004","Y",1,NA,"winter",1
735,"2004","RA",NA,NA,"summer",1
736,"2004","Y",NA,NA,"winter",0
736,"2004",NA,NA,NA,"summer",NA
737,"2004","Y",1,NA,"winter",1
737,"2004","RA",NA,2,"summer",1
738,"2004","Y",NA,NA,"winter",1
738,"2004",NA,NA,NA,"summer",1
739,"2004","Y",NA,NA,"winter",0
739,"2004",NA,NA,NA,"summer",NA
742,"2004","Y",1,NA,"winter",1
742,"2004","RA",NA,NA,"summer",1
811,"2004","J",NA,NA,"winter",0
811,"2004",NA,NA,NA,"summer",NA
812,"2004","J",NA,NA,"winter",0
812,"2004",NA,NA,NA,"summer",NA
744,"2004","RA",1,NA,"winter",1
744,"2004","RA",NA,2,"summer",1
447,"2005","RA",NA,NA,"winter",0
447,"2005",NA,NA,NA,"summer",NA
645,"2005","NRA",1,NA,"winter",1
645,"2005","RA",NA,3,"summer",1
598,"2005","RA",1,NA,"winter",1
598,"2005","RA",NA,5,"summer",1
463,"2005","RA",1,NA,"winter",1
463,"2005","RA",NA,6,"summer",1
499,"2005","RA",1,NA,"winter",1
499,"2005","RA",NA,4,"summer",1
561,"2005","RA",1,NA,"winter",1
561,"2005","RA",NA,9,"summer",1
606,"2005","RA",NA,NA,"winter",1
606,"2005",NA,NA,NA,"summer",0
575,"2005","RA",1,NA,"winter",1
575,"2005","RA",NA,7,"summer",1
622,"2005","RA",1,NA,"winter",1
622,"2005","RA",NA,4,"summer",1
665,"2005","RA",NA,NA,"winter",0
665,"2005",NA,NA,NA,"summer",NA
634,"2005","RA",NA,NA,"winter",0
634,"2005",NA,NA,NA,"summer",NA
669,"2005","RA",1,NA,"winter",1
669,"2005","RA",NA,6,"summer",1
637,"2005","NRA",1,NA,"winter",1
637,"2005","RA",NA,3,"summer",1
671,"2005","RA",1,NA,"winter",1
671,"2005","RA",NA,1,"summer",1
672,"2005",NA,NA,NA,"winter",1
672,"2005",NA,NA,NA,"summer",1
673,"2005","NRA",1,NA,"winter",1
673,"2005","RA",NA,6,"summer",1
539,"2005","RA",1,NA,"winter",1
539,"2005","RA",NA,1,"summer",1
647,"2005","RA",1,NA,"winter",1
647,"2005","RA",NA,3,"summer",1
679,"2005",NA,NA,NA,"winter",NA
679,"2005",NA,NA,NA,"summer",NA
682,"2005","NRA",1,NA,"winter",1
682,"2005","RA",NA,5,"summer",1
542,"2005","RA",1,NA,"winter",1
542,"2005","RA",NA,4,"summer",1
686,"2005","RA",1,NA,"winter",1
686,"2005","RA",NA,4,"summer",1
688,"2005","RA",NA,NA,"winter",0
688,"2005",NA,NA,NA,"summer",NA
689,"2005","RA",1,NA,"winter",1
689,"2005","RA",NA,2,"summer",1
690,"2005","RA",1,NA,"winter",1
690,"2005","RA",NA,NA,"summer",1
691,"2005","RA",NA,NA,"winter",0
691,"2005",NA,NA,NA,"summer",NA
657,"2005","RA",1,NA,"winter",1
657,"2005","RA",NA,2,"summer",1
660,"2005",NA,NA,NA,"winter",NA
660,"2005",NA,NA,NA,"summer",NA
661,"2005","RA",0,NA,"winter",1
661,"2005","NRA",NA,NA,"summer",0
692,"2005","RA",NA,NA,"winter",0
692,"2005",NA,NA,NA,"summer",NA
698,"2005","RA",1,NA,"winter",1
698,"2005","RA",NA,5,"summer",1
704,"2005","RA",NA,NA,"winter",0
704,"2005",NA,NA,NA,"summer",NA
705,"2005","NRA",1,NA,"winter",1
705,"2005","RA",NA,7,"summer",1
708,"2005","RA",1,NA,"winter",1
708,"2005","RA",NA,6,"summer",1
617,"2005","RA",1,NA,"winter",1
617,"2005","RA",NA,NA,"summer",1
714,"2005","RA",NA,NA,"winter",0
714,"2005",NA,NA,NA,"summer",NA
715,"2005","RA",1,NA,"winter",1
715,"2005","RA",NA,3,"summer",1
716,"2005",NA,NA,NA,"winter",NA
716,"2005",NA,NA,NA,"summer",NA
717,"2005","RA",1,NA,"winter",1
717,"2005","RA",NA,7,"summer",1
718,"2005","RA",1,NA,"winter",1
718,"2005","RA",NA,6,"summer",1
745,"2005",NA,NA,NA,"winter",NA
745,"2005",NA,NA,NA,"summer",NA
720,"2005","NRA",NA,NA,"winter",0
720,"2005",NA,NA,NA,"summer",NA
721,"2005","RA",1,NA,"winter",1
721,"2005","RA",NA,2,"summer",1
723,"2005","NRA",1,NA,"winter",1
723,"2005","RA",NA,4,"summer",1
746,"2005","Y",NA,NA,"winter",NA
746,"2005",NA,NA,NA,"summer",NA
747,"2005","Y",1,NA,"winter",1
747,"2005","RA",NA,5,"summer",1
727,"2005","RA",1,NA,"winter",1
727,"2005","RA",NA,4,"summer",1
748,"2005","Y",NA,NA,"winter",NA
748,"2005",NA,NA,NA,"summer",NA
750,"2005","Y",NA,NA,"winter",NA
750,"2005",NA,NA,NA,"summer",NA
752,"2005","Y",NA,NA,"winter",NA
752,"2005",NA,NA,NA,"summer",NA
753,"2005","Y",NA,NA,"winter",NA
753,"2005",NA,NA,NA,"summer",NA
755,"2005","Y",NA,NA,"winter",0
755,"2005",NA,NA,NA,"summer",NA
757,"2005","Y",NA,NA,"winter",NA
757,"2005",NA,NA,NA,"summer",NA
758,"2005","Y",1,NA,"winter",1
758,"2005","RA",NA,2,"summer",1
759,"2005","Y",NA,NA,"winter",1
759,"2005",NA,NA,NA,"summer",1
760,"2005","Y",1,NA,"winter",1
760,"2005","RA",NA,NA,"summer",1
761,"2005","Y",1,NA,"winter",1
761,"2005","RA",NA,4,"summer",1
763,"2005","Y",NA,NA,"winter",NA
763,"2005",NA,NA,NA,"summer",NA
813,"2005","NRA",NA,NA,"winter",0
813,"2005",NA,NA,NA,"summer",NA
764,"2005","Y",NA,NA,"winter",0
764,"2005",NA,NA,NA,"summer",NA
814,"2005","J",NA,NA,"winter",1
814,"2005","Y",NA,NA,"summer",0
815,"2005","RA",NA,NA,"winter",0
815,"2005",NA,NA,NA,"summer",NA
767,"2005","Y",NA,NA,"winter",1
767,"2005",NA,NA,NA,"summer",0
816,"2005","J",NA,NA,"winter",0
816,"2005",NA,NA,NA,"summer",NA
817,"2005","J",NA,NA,"winter",0
817,"2005",NA,NA,NA,"summer",NA
769,"2005","Y",NA,NA,"winter",NA
769,"2005",NA,NA,NA,"summer",NA
770,"2005","Y",NA,NA,"winter",NA
770,"2005",NA,NA,NA,"summer",NA
771,"2005","Y",NA,NA,"winter",NA
771,"2005",NA,NA,NA,"summer",NA
773,"2005","Y",NA,NA,"winter",1
773,"2005",NA,NA,NA,"summer",1
774,"2005","Y",0,NA,"winter",1
774,"2005","NRA",NA,NA,"summer",1
775,"2005","Y",NA,NA,"winter",NA
775,"2005",NA,NA,NA,"summer",NA
777,"2005","Y",NA,NA,"winter",0
777,"2005",NA,NA,NA,"summer",NA
778,"2005","Y",NA,NA,"winter",0
778,"2005",NA,NA,NA,"summer",NA
779,"2005","Y",0,NA,"winter",1
779,"2005","NRA",NA,NA,"summer",1
780,"2005","Y",1,NA,"winter",1
780,"2005","RA",NA,2,"summer",1
818,"2005","J",NA,NA,"winter",0
818,"2005",NA,NA,NA,"summer",NA
819,"2005","J",NA,NA,"winter",0
819,"2005",NA,NA,NA,"summer",NA
820,"2005","J",NA,NA,"winter",1
