"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","LS","stage","density","density2","transitionJ","transitionSR","transitionLR"
"Tarifa",2,1,"TY2.1.3",1,1,5,1,2014,"LG","LR",2,4,NA,NA,0
"SierraPlata",1,3,"SPY1.3.15",0,NA,NA,0,2014,"HG","SD",1,1,NA,NA,NA
"SierraPlata",1,10,"SPY1.10.1",0,NA,NA,1,2014,"HG","J",1,1,0,NA,NA
"SierraPlata",2,1,"SPY2.1.7",0,NA,NA,1,2014,"HG","LR",1,1,NA,NA,0
"SierraPlata",2,2,"SPY2.2.9",1,1,5,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",2,9,"SPY2.9.18",0,NA,NA,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.4",1,1,5,1,2014,"HG","LR",2,4,NA,NA,0
"SierraPlata",2,10,"SPY2.10.29",0,NA,NA,0,2014,"HG","SR",2,4,NA,NA,NA
"SierraPlata",3,1,"SPY3.1.4",0,NA,NA,1,2014,"HG","LR",1,1,NA,NA,0
"SierraPlata",3,3,"SPY3.3.5",0,NA,NA,1,2014,"HG","J",1,1,1,NA,NA
"SierraPlata",3,10,"SPY3.10.7",0,NA,NA,1,2014,"HG","J",1,1,1,NA,NA
"SierraPlata",4,1,"SPY4.1.10",0,NA,NA,1,2014,"HG","SR",2,4,NA,1,NA
"SierraPlata",4,1,"SPY4.1.11",0,NA,NA,1,2014,"HG","SR",2,4,NA,0,NA
"SierraPlata",4,2,"SPY4.2.7",0,NA,NA,1,2014,"HG","LR",4,16,NA,NA,0
"SierraPlata",4,2,"SPY4.2.13",0,NA,NA,1,2014,"HG","SR",4,16,NA,0,NA
"SierraPlata",4,2,"SPY4.2.14",0,NA,NA,1,2014,"HG","SR",4,16,NA,0,NA
"SierraPlata",4,2,"SPY4.2.20",0,NA,NA,1,2014,"HG","LR",4,16,NA,NA,1
"SierraPlata",4,3,"SPY4.3.3",0,NA,NA,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",4,4,"SPY4.4.6",0,NA,NA,1,2014,"HG","LR",2,4,NA,NA,1
"SierraPlata",4,4,"SPY4.4.7",0,NA,NA,1,2014,"HG","J",2,4,1,NA,NA
"SierraPlata",4,5,"SPY4.5.1",0,NA,NA,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.5",0,NA,NA,1,2014,"HG","LR",2,4,NA,NA,0
"SierraPlata",4,6,"SPY4.6.9",0,NA,NA,0,2014,"HG","LR",2,4,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.24",0,NA,NA,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.8",0,NA,NA,1,2014,"HG","LR",1,1,NA,NA,0
"SierraPlata",4,9,"SPY4.9.6",0,NA,NA,0,2014,"HG","SR",1,1,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.1",0,NA,NA,0,2014,"HG","SR",2,4,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.10",0,NA,NA,1,2014,"HG","LR",2,4,NA,NA,0
"SierraCarbonera",3,1,"CM3.1.8",1,2,1,1,2015,"LG","LR",3,9,NA,NA,0
"SierraCarbonera",3,1,"CM3.1.10",1,2,3,0,2015,"LG","LR",3,9,NA,NA,NA
"SierraCarbonera",3,1,"CM3.1.11",1,2,3,0,2015,"LG","LR",3,9,NA,NA,NA
"SierraCarbonera",4,1,"CM4.1.2",1,1,1,1,2015,"LG","LR",1,1,NA,NA,0
"SierraCarbonera",4,3,"CM4.3.8",1,3,1,0,2015,"LG","LR",2,4,NA,NA,NA
"SierraCarbonera",4,3,"CM4.3.13",1,1,2,0,2015,"LG","SR",2,4,NA,NA,NA
"Retin",1,6,"RO1.6.51",0,NA,NA,0,2015,"HG","SD",1,1,NA,NA,NA
"Retin",1,7,"RO1.7.16",0,NA,NA,1,2015,"HG","SR",17,289,NA,0,NA
"Retin",1,7,"RO1.7.23",1,1,4,1,2015,"HG","LR",17,289,NA,NA,1
"Retin",1,7,"RO1.7.25",1,1,4,1,2015,"HG","LR",17,289,NA,NA,1
"Retin",1,7,"RO1.7.26",1,1,3,0,2015,"HG","LR",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.36",1,1,1,1,2015,"HG","SR",17,289,NA,0,NA
"Retin",1,7,"RO1.7.37",0,NA,NA,1,2015,"HG","LR",17,289,NA,NA,1
"Retin",1,7,"RO1.7.38",0,NA,NA,1,2015,"HG","J",17,289,0,NA,NA
"Retin",1,7,"RO1.7.39",0,NA,NA,0,2015,"HG","J",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.43",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.44",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.45",0,NA,NA,1,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.46",0,NA,NA,1,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.47",0,NA,NA,1,2015,"HG","J",17,289,0,NA,NA
"Retin",1,7,"RO1.7.48",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.49",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.50",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,7,"RO1.7.51",0,NA,NA,0,2015,"HG","SD",17,289,NA,NA,NA
"Retin",1,9,"RO1.9.6",0,NA,NA,1,2015,"HG","LR",18,324,NA,NA,0
"Retin",1,9,"RO1.9.10",0,NA,NA,0,2015,"HG","LR",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.22",1,1,4,1,2015,"HG","LR",18,324,NA,NA,1
"Retin",1,9,"RO1.9.26",1,1,4,1,2015,"HG","LR",18,324,NA,NA,1
"Retin",1,9,"RO1.9.28",0,NA,NA,1,2015,"HG","J",18,324,0,NA,NA
"Retin",1,9,"RO1.9.29",0,NA,NA,0,2015,"HG","J",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.30",0,NA,NA,0,2015,"HG","J",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.31",0,NA,NA,1,2015,"HG","J",18,324,0,NA,NA
"Retin",1,9,"RO1.9.34",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.35",0,NA,NA,0,2015,"HG","J",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.36",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.37",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.38",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.39",0,NA,NA,1,2015,"HG","J",18,324,0,NA,NA
"Retin",1,9,"RO1.9.40",0,NA,NA,1,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.41",0,NA,NA,1,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.42",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,9,"RO1.9.43",0,NA,NA,1,2015,"HG","SD",18,324,NA,NA,NA
"Retin",1,10,"RO1.10.5",0,NA,NA,0,2015,"HG","SD",1,1,NA,NA,NA
"Retin",2,1,"RO2.1.2",0,NA,NA,0,2015,"HG","SD",1,1,NA,NA,NA
"Retin",2,4,"RO2.4.6",1,1,3,0,2015,"HG","SR",1,1,NA,NA,NA
"Retin",2,5,"RO2.5.2",1,1,4,1,2015,"HG","LR",1,1,NA,NA,0
"Retin",2,7,"RO2.7.22",0,NA,NA,1,2015,"HG","LR",8,64,NA,NA,0
"Retin",2,7,"RO2.7.23",0,NA,NA,0,2015,"HG","SD",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.24",0,NA,NA,0,2015,"HG","SD",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.25",0,NA,NA,0,2015,"HG","SD",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.26",0,NA,NA,0,2015,"HG","SD",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.27",0,NA,NA,0,2015,"HG","SD",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.28",0,NA,NA,0,2015,"HG","J",8,64,NA,NA,NA
"Retin",2,7,"RO2.7.29",0,NA,NA,0,2015,"HG","J",8,64,NA,NA,NA
"Retin",2,8,"RO2.8.6",0,NA,NA,0,2015,"HG","LR",5,25,NA,NA,NA
"Retin",2,8,"RO2.8.7",0,NA,NA,0,2015,"HG","J",5,25,NA,NA,NA
"Retin",2,8,"RO2.8.8",0,NA,NA,0,2015,"HG","SD",5,25,NA,NA,NA
"Retin",2,8,"RO2.8.9",0,NA,NA,0,2015,"HG","SD",5,25,NA,NA,NA
"Retin",2,8,"RO2.8.10",0,NA,NA,0,2015,"HG","SD",5,25,NA,NA,NA
"Retin",2,9,"RO2.9.1",0,NA,NA,0,2015,"HG","SD",2,4,NA,NA,NA
"Retin",2,9,"RO2.9.2",0,NA,NA,0,2015,"HG","SD",2,4,NA,NA,NA
"Retin",3,1,"RO3.1.6",1,2,2,1,2015,"HG","LR",1,1,NA,NA,0
"Retin",3,2,"RO3.2.4",1,1,8,0,2015,"HG","SR",2,4,NA,NA,NA
"Retin",3,2,"RO3.2.5",0,NA,NA,0,2015,"HG","SD",2,4,NA,NA,NA
"Retin",3,3,"RO3.3.22",0,NA,NA,0,2015,"HG","LR",4,16,NA,NA,NA
"Retin",3,3,"RO3.3.24",0,NA,NA,0,2015,"HG","J",4,16,NA,NA,NA
"Retin",3,3,"RO3.3.25",0,NA,NA,1,2015,"HG","SD",4,16,NA,NA,NA
"Retin",3,3,"RO3.3.26",0,NA,NA,0,2015,"HG","J",4,16,NA,NA,NA
"Retin",3,4,"RO3.4.21",1,1,5,1,2015,"HG","LR",7,49,NA,NA,0
"Retin",3,4,"RO3.4.23",0,NA,NA,1,2015,"HG","J",7,49,0,NA,NA
"Retin",3,4,"RO3.4.24",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",3,4,"RO3.4.25",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",3,4,"RO3.4.26",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",3,4,"RO3.4.27",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",3,4,"RO3.4.28",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",3,6,"RO3.6.12",0,NA,NA,0,2015,"HG","SR",3,9,NA,NA,NA
"Retin",3,6,"RO3.6.13",0,NA,NA,1,2015,"HG","SR",3,9,NA,1,NA
"Retin",3,6,"RO3.6.14",0,NA,NA,0,2015,"HG","J",3,9,NA,NA,NA
"Retin",3,8,"RO3.8.21",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.23",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.25",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.30",1,1,3,0,2015,"HG","LR",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.33",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.36",0,NA,NA,1,2015,"HG","SR",18,324,NA,1,NA
"Retin",3,8,"RO3.8.40",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.42",NA,NA,NA,0,2015,"HG","SR",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.44",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.45",0,NA,NA,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.47",0,NA,NA,0,2015,"HG","SR",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.48",0,NA,NA,0,2015,"HG","SR",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.49",0,NA,NA,0,2015,"HG","SR",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.53",1,1,2,1,2015,"HG","SR",18,324,NA,0,NA
"Retin",3,8,"RO3.8.55",0,NA,NA,0,2015,"HG","J",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.56",0,NA,NA,0,2015,"HG","J",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.57",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",3,8,"RO3.8.58",0,NA,NA,0,2015,"HG","SD",18,324,NA,NA,NA
"Retin",3,9,"RO3.9.22",0,NA,NA,0,2015,"HG","J",6,36,NA,NA,NA
"Retin",3,9,"RO3.9.27",0,NA,NA,0,2015,"HG","J",6,36,NA,NA,NA
"Retin",3,9,"RO3.9.28",0,NA,NA,0,2015,"HG","J",6,36,NA,NA,NA
"Retin",3,9,"RO3.9.29",0,NA,NA,0,2015,"HG","J",6,36,NA,NA,NA
"Retin",3,9,"RO3.9.30",0,NA,NA,1,2015,"HG","SD",6,36,NA,NA,NA
"Retin",3,9,"RO3.9.31",0,NA,NA,0,2015,"HG","SD",6,36,NA,NA,NA
"Retin",3,10,"RO3.10.9",0,NA,NA,0,2015,"HG","J",3,9,NA,NA,NA
"Retin",3,10,"RO3.10.10",0,NA,NA,0,2015,"HG","J",3,9,NA,NA,NA
"Retin",3,10,"RO3.10.11",0,NA,NA,1,2015,"HG","J",3,9,0,NA,NA
"Retin",4,2,"RO4.2.1",1,1,8,1,2015,"HG","LR",1,1,NA,NA,0
"Retin",4,3,"RO4.3.3",1,1,4,1,2015,"HG","LR",7,49,NA,NA,0
"Retin",4,3,"RO4.3.9",1,1,4,1,2015,"HG","LR",7,49,NA,NA,1
"Retin",4,3,"RO4.3.20",0,NA,NA,1,2015,"HG","J",7,49,0,NA,NA
"Retin",4,3,"RO4.3.21",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",4,3,"RO4.3.22",0,NA,NA,0,2015,"HG","SD",7,49,NA,NA,NA
"Retin",4,3,"RO4.3.23",0,NA,NA,1,2015,"HG","SD",7,49,NA,NA,NA
"Retin",4,3,"RO4.3.24",0,NA,NA,1,2015,"HG","J",7,49,1,NA,NA
"Retin",4,4,"RO4.4.44",1,2,4,0,2015,"HG","LR",14,196,NA,NA,0
"Retin",4,4,"RO4.4.46",0,NA,NA,1,2015,"HG","LR",14,196,NA,NA,1
"Retin",4,4,"RO4.4.47",0,NA,NA,0,2015,"HG","SR",14,196,NA,NA,NA
"Retin",4,4,"RO4.4.48",0,NA,NA,1,2015,"HG","SR",14,196,NA,1,NA
"Retin",4,4,"RO4.4.49",0,NA,NA,1,2015,"HG","SR",14,196,NA,0,NA
"Retin",4,4,"RO4.4.51",1,1,5,1,2015,"HG","SR",14,196,NA,0,NA
"Retin",4,4,"RO4.4.52",0,NA,NA,1,2015,"HG","SR",14,196,NA,0,NA
"Retin",4,4,"RO4.4.54",1,1,1,1,2015,"HG","SR",14,196,NA,1,NA
"Retin",4,4,"RO4.4.55",0,NA,NA,1,2015,"HG","SR",14,196,NA,0,NA
"Retin",4,4,"RO4.4.59",NA,NA,NA,1,2015,"HG","SR",14,196,NA,0,NA
"Retin",4,4,"RO4.4.60",NA,NA,NA,1,2015,"HG","LR",14,196,NA,NA,1
"Retin",4,4,"RO4.4.68",NA,NA,NA,1,2015,"HG","SR",14,196,NA,1,NA
"Retin",4,4,"RO4.4.70",0,NA,NA,1,2015,"HG","J",14,196,0,NA,NA
"Retin",4,4,"RO4.4.79",0,NA,NA,1,2015,"HG","J",14,196,0,NA,NA
"Retin",4,5,"RO4.5.9",0,NA,NA,0,2015,"HG","LR",3,9,NA,NA,NA
"Retin",4,5,"RO4.5.16",0,NA,NA,0,2015,"HG","SD",3,9,NA,NA,NA
"Retin",4,5,"RO4.5.17",0,NA,NA,0,2015,"HG","SD",3,9,NA,NA,NA
"Retin",4,9,"RO4.9.2",1,1,6,1,2015,"HG","LR",1,1,NA,NA,0
"Tarifa",4,1,"TV4.1.1",1,1,4,1,2015,"LG","LR",1,1,NA,NA,1
"Tarifa",1,1,"TV4.1.3",0,NA,NA,0,2015,"LG","J",1,1,NA,NA,NA
"Tarifa",4,2,"TV4.2.2",1,1,1,1,2015,"LG","LR",1,1,NA,NA,0
"Tarifa",4,3,"TV4.3.5",0,NA,NA,1,2015,"LG","J",1,1,0,NA,NA
"Tarifa",4,8,"TV4.8.1",0,NA,NA,0,2015,"LG","SD",1,1,NA,NA,NA
"Tarifa",4,10,"TV4.10.1",0,NA,NA,0,2015,"LG","SD",1,1,NA,NA,NA
"Tarifa",2,7,"TV2.7.1",0,NA,NA,0,2015,"LG","SR",2,4,NA,NA,NA
"Tarifa",2,7,"TV2.7.3",0,NA,NA,1,2015,"LG","LR",2,4,NA,NA,1
"Tarifa",2,8,"TV2.8.1",1,2,2,0,2015,"LG","SR",3,9,NA,NA,NA
"Tarifa",2,8,"TV2.8.2",0,NA,NA,0,2015,"LG","SD",3,9,NA,NA,NA
"Tarifa",2,8,"TV2.8.3",0,NA,NA,1,2015,"LG","J",3,9,1,NA,NA
"Tarifa",1,8,"TV1.8.1",1,1,3,0,2015,"LG","LR",2,4,NA,NA,0
"Tarifa",1,8,"TV1.8.2",0,NA,NA,1,2015,"LG","SD",2,4,NA,NA,NA
"Tarifa",1,10,"TV1.10.1",0,NA,NA,1,2015,"LG","LR",4,16,NA,NA,1
"Tarifa",1,10,"TV1.10.2",0,NA,NA,0,2015,"LG","SR",4,16,NA,NA,NA
"Tarifa",1,10,"TV1.10.3",0,NA,NA,1,2015,"LG","LR",4,16,NA,NA,0
"Tarifa",1,10,"TV1.10.4",0,NA,NA,1,2015,"LG","J",4,16,0,NA,NA
"Vertedero",1,4,"VY1.4.2",1,1,5,1,2015,"LG","SR",4,16,NA,1,NA
"Vertedero",1,4,"VY1.4.3",1,1,1,0,2015,"LG","LR",4,16,NA,NA,NA
"Vertedero",1,4,"VY1.4.4",0,NA,NA,0,2015,"LG","SD",4,16,NA,NA,NA
"Vertedero",1,4,"VY1.4.5",0,NA,NA,0,2015,"LG","SD",4,16,NA,NA,NA
"Vertedero",1,6,"VY1.6.3",0,NA,NA,1,2015,"LG","LR",2,4,NA,NA,0
"Vertedero",1,6,"VY1.6.4",0,NA,NA,1,2015,"LG","SR",2,4,NA,1,NA
"Vertedero",1,7,"VY1.7.3",1,5,4,0,2015,"LG","LR",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.9",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.10",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.11",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.12",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.13",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.14",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.15",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.16",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,7,"VY1.7.17",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",1,8,"VY1.8.1",1,7,3,0,2015,"LG","LR",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.5",1,10,3,0,2015,"LG","LR",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.16",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.17",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.18",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.19",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.20",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.21",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.22",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.23",0,NA,NA,0,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,8,"VY1.8.24",0,NA,NA,1,2015,"LG","SD",11,121,NA,NA,NA
"Vertedero",1,9,"VY1.9.13",1,1,4,0,2015,"LG","LR",5,25,NA,NA,NA
"Vertedero",1,9,"VY1.9.34",0,NA,NA,0,2015,"LG","SD",5,25,NA,NA,NA
"Vertedero",1,9,"VY1.9.35",0,NA,NA,0,2015,"LG","SD",5,25,NA,NA,NA
"Vertedero",1,9,"VY1.9.36",0,NA,NA,0,2015,"LG","SD",5,25,NA,NA,NA
"Vertedero",1,9,"VY1.9.37",0,NA,NA,1,2015,"LG","SD",5,25,NA,NA,NA
"Vertedero",1,10,"VY1.10.3",1,4,2,0,2015,"LG","LR",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.10",0,NA,NA,0,2015,"LG","LR",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.40",1,1,4,1,2015,"LG","LR",8,64,NA,NA,0
"Vertedero",1,10,"VY1.10.49",0,NA,NA,0,2015,"LG","J",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.50",0,NA,NA,1,2015,"LG","SD",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.51",0,NA,NA,0,2015,"LG","SD",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.52",0,NA,NA,0,2015,"LG","SD",8,64,NA,NA,NA
"Vertedero",1,10,"VY1.10.53",0,NA,NA,0,2015,"LG","SD",8,64,NA,NA,NA
"Vertedero",2,4,"VY2.4.3",0,NA,NA,1,2015,"LG","SR",6,36,NA,0,NA
"Vertedero",2,4,"VY2.4.18",0,NA,NA,0,2015,"LG","J",6,36,NA,NA,NA
"Vertedero",2,4,"VY2.4.20",0,NA,NA,0,2015,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,4,"VY2.4.21",0,NA,NA,0,2015,"LG","J",6,36,NA,NA,NA
"Vertedero",2,4,"VY2.4.22",0,NA,NA,0,2015,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,4,"VY2.4.23",0,NA,NA,0,2015,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,6,"VY2.6.1",1,1,3,1,2015,"LG","SR",10,100,NA,1,NA
"Vertedero",2,6,"VY2.6.7",1,1,3,1,2015,"LG","LR",10,100,NA,NA,0
"Vertedero",2,6,"VY2.6.8",1,1,4,0,2015,"LG","SR",10,100,NA,NA,NA
"Vertedero",2,6,"VY2.6.9",1,2,4,1,2015,"LG","LR",10,100,NA,NA,0
"Vertedero",2,6,"VY2.6.10",0,NA,NA,0,2015,"LG","SR",10,100,NA,NA,NA
"Vertedero",2,6,"VY2.6.11",1,1,3,1,2015,"LG","LR",10,100,NA,NA,0
"Vertedero",2,6,"VY2.6.12",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",2,6,"VY2.6.13",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",2,6,"VY2.6.14",0,NA,NA,0,2015,"LG","J",10,100,NA,NA,NA
"Vertedero",2,6,"VY2.6.15",0,NA,NA,0,2015,"LG","SD",10,100,NA,NA,NA
"Vertedero",4,5,"VY4.5.18",0,NA,NA,0,2015,"LG","J",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.19",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.20",0,NA,NA,0,2015,"LG","J",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.21",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.22",0,NA,NA,1,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.23",0,NA,NA,1,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.24",0,NA,NA,1,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.25",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.26",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.27",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.28",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.29",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.30",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.31",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,5,"VY4.5.32",0,NA,NA,0,2015,"LG","SD",15,225,NA,NA,NA
"Vertedero",4,9,"VY4.9.1",0,NA,NA,0,2015,"LG","J",2,4,NA,NA,NA
"Vertedero",4,9,"VY4.9.2",0,NA,NA,0,2015,"LG","SD",2,4,NA,NA,NA
"Tarifa",1,6,"TY1.6.1",1,1,4,0,2015,"LG","LR",1,1,NA,NA,NA
"Tarifa",2,1,"TY2.1.3",1,2,5,1,2015,"LG","LR",1,1,NA,NA,1
"SierraPlata",1,10,"SPY1.10.1",1,1,4,0,2015,"HG","SR",1,1,NA,NA,NA
"SierraPlata",2,1,"SPY2.1.7",0,NA,NA,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.4",1,1,5,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",3,1,"SPY3.1.4",1,1,3,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",3,3,"SPY3.3.5",1,2,2,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",3,10,"SPY3.10.7",1,1,5,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.10",0,NA,NA,0,2015,"HG","LR",2,4,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.11",1,1,5,0,2015,"HG","SR",2,4,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.7",1,3,6,0,2015,"HG","LR",4,16,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.13",0,NA,NA,0,2015,"HG","SR",4,16,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.14",0,NA,NA,0,2015,"HG","SR",4,16,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.20",1,1,6,0,2015,"HG","SR",4,16,NA,NA,NA
"SierraPlata",4,4,"SPY4.4.6",0,NA,NA,0,2015,"HG","SR",2,4,NA,NA,NA
"SierraPlata",4,4,"SPY4.4.7",1,1,3,1,2015,"HG","LR",2,4,NA,NA,0
"SierraPlata",4,6,"SPY4.6.5",1,1,4,1,2015,"HG","LR",1,1,NA,NA,0
"SierraPlata",4,8,"SPY4.8.8",1,3,6,0,2015,"HG","LR",1,1,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.10",1,2,4,1,2015,"HG","LR",1,1,NA,NA,0
"SierraCarbonera",3,1,"CM3.1.8",NA,NA,NA,1,2016,"LG","LR",1,1,NA,NA,1
"SierraCarbonera",4,1,"CM4.1.2",NA,NA,NA,0,2016,"LG","LR",1,1,NA,NA,NA
